Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Internal comment,Client comment,
,,,,,Let's please chat. ,,,,,He had taken off those trainin’ wheels,,,,,,,
,,,,,,,,,,The moment he let go was such a thrill carooner's,,,,,,,
,,,,,ONE STOP ,,,,,Close my eyes – n’ yeah – I can still feel it,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Years come n’ go without explanation,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,(If I could) I’d do it all again without hesitation,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"The only thing diff’rent I’d need to do, ",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Is spend more time with you,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Yeah…that’s a Have-To,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Finished packin’ as he waited patiently,,,,,,,
,,,,,Several placements in past year.  ,,,,,I walked out to the yard – he wrapped his arms around me,,,,,,,
,,,,,,,,,,I was leavin’ home – chasin’ my soul,,,,,,,
,,,,,Thanks for listening! ,,,,,His baby girl was goin’ off on her own,,,,,,,
,,,,,Greg,,,,,Closed his eyes – oh – knew I had to go__ (he said),,,,,,,
,,,,,,,,,,Years come n’ go without explanation (If I could),,,,,,,
,,,,,,,,,,I’d do it all again without hesitation,,,,,,,
,,,,,,,,,,The only thing diff’rent I’d need to do,,,,,,,
,,,,,,,,,,Is spend more time with you n’,,,,,,,
,,,,,,,,,,That’s a Have-To ,,,,,,,
,,,,,,,,,,Daddy didn’t make it to my wedding day,,,,,,,
,,,,,,,,,,"Still, I knew he was with me anyway ",,,,,,,
,,,,,,,,,,I could feel him as I walked the aisle alone ,,,,,,,
,,,,,,,,,,Looked ahead - stared at a statue of Jesus (and I),,,,,,,
,,,,,,,,,,I wondered if somehow daddy could see us,,,,,,,
,,,,,,,,,,…That night I placed a flower on his tombstone,,,,,,,
,,,,,,,,,,Years come n’ go without explanation,,,,,,,
,,,,,,,,,,(If I could) I’d do it all again without hesitation,,,,,,,
,,,,,,,,,,"The only thing diff’rent I’d need to do, ",,,,,,,
,,,,,,,,,,Is spend more time with you ,,,,,,,
,,,,,,,,,,Yeah…that’s a Have-To ,,,,,,,
,,,,,,,,,,That’s a have-to,,,,,,,
,,,,,,,,,,Never will forget that day or that yard,,,,,,,
64059503,ESTOY BIEN - INSTRO,TV/Film,G Putnam Music,113,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,"Cinema, Indie",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00110,,911309856,,2024,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
64059506,COME BACK-COME BACK - INSTRO,Rock till We Drop,G Putnam Music,99,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00107,,911309819,,2025,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
64059509,C0RNFIELD - INSTRO,BUSTING OUT,G Putnam Music,100,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Americana,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00088,,911309828,,2022,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
64059511,CLAWS - INSTRO,Sweet as Sexy,G Putnam Music,93,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Indie Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00050,,911309816,,2024,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
64059521,INTO THE LIGHT - INSTRO,Synth Nymph,G Putnam Music,95,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Indie,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00126,,913331959,,2024,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
64059708,SANDMAN'S COMIN' - INSTRO,Busting Out,G Putnam Music,90,HERE FOR YOUR EAR!,G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,Sync Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00124,,913801595,,2024,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
64059726,CHANGE ME,Change Me,Chris Krause,88,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Patrik Sheridan (50%) ASCAP,"Folk, Country",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00121,I get online most ev'ry night ,911309812,,2022,,,,
,,,,,,,,,,Hopin' to find somethin' that’ll change my life,,,,,,,
,,,,,Let's please chat. ,,,,,"You know, that stroke of luck",,,,,,,
,,,,,,,,,,A lightnin' bolt that's only once-ever struck ,,,,,,,
,,,,,ONE STOP ,,,,,Go on n’ change me ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Come on n' change me ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,I’ve got my hopes n’ dreams,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Just about ev’rything ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Still it feels like a prison to me,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,...Something’s missing,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,I know right here is my right place,,,,,,,
,,,,,Several placements in past year.  ,,,,,Cruisin’ through town like I've really got it made but,,,,,,,
,,,,,,,,,,Maybe there’s something more,,,,,,,
,,,,,Thanks for listening! ,,,,,Maybe there’s somethin’ don’t even know I’m lookin’ for,,,,,,,
,,,,,Greg,,,,,Go on n’ change me ,,,,,,,
,,,,,,,,,,Come on n' change me ,,,,,,,
,,,,,,,,,,I’ve got my hopes n’ dreams,,,,,,,
,,,,,,,,,,Just about ev’rything,,,,,,,
,,,,,,,,,,Still it feels like a prison to me,,,,,,,
,,,,,,,,,,Something’s missing,,,,,,,
,,,,,,,,,,Go on n’ change me,,,,,,,
,,,,,,,,,,Come on n’ change me,,,,,,,
,,,,,,,,,,It don’t take so much ,,,,,,,
,,,,,,,,,,To change this young buck,,,,,,,
,,,,,,,,,,Maybe a magic spell,,,,,,,
,,,,,,,,,,Maybe a wishin’ well,,,,,,,
,,,,,,,,,,Still it feels like a prison to me,,,,,,,
,,,,,,,,,,...Something’s missing,,,,,,,
,,,,,,,,,,"Oh, Somthing's missing",,,,,,,
,,,,,,,,,,Go on n’ change me ,,,,,,,
,,,,,,,,,,Come on n' change me ,,,,,,,
,,,,,,,,,,I’ve got my hopes n’ dreams,,,,,,,
,,,,,,,,,,Just about ev’rything,,,,,,,
,,,,,,,,,,Still it feels like a prison to me,,,,,,,
,,,,,,,,,,...Something’s missing....,,,,,,,
,,,,,,,,,,Oh - something's missin',,,,,,,
,,,,,,,,,,Go on & change me,,,,,,,
,,,,,,,,,,Come on n' change me ,,,,,,,
,,,,,,,,,,"I'm right here,,,",,,,,,,
64059751,SAYING GOODBYE - Rec'd 1988 - East Houston,Vintage,Amanda Johnson,88,HERE FOR YOUR EAR!,G Putnam (100%) ASCAP,1989 ROCK/COUNTRY,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00022,Half answers don’t mean a thing,911307665,,1988,,,,
,,,,,,,,,,Aint’ been nothin’ since I took your ring,,,,,,,
,,,,,Let's please chat. ,,,,,Understand—there’s times we been good,,,,,,,
,,,,,,,,,,But the rest's been a never-ending feud,,,,,,,
,,,,,ONE STOP ,,,,,Depent on your mood,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Look at me - then you look away,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Searchin’ for the right words to say,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Can’t you see the feelin’s long gone,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,"‘You took it, dear, each time you done wrong n’",,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Love just ain’t that strong,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Look at my face ,,,,,,,
,,,,,Several placements in past year.  ,,,,,Look into my eyes,,,,,,,
,,,,,,,,,,You can’t replace ,,,,,,,
,,,,,Thanks for listening! ,,,,,What you compromised,,,,,,,
,,,,,Greg,,,,,Don’t say a thing,,,,,,,
,,,,,,,,,,Don’t even try,,,,,,,
,,,,,,,,,,‘Cause all that’s left is just ,,,,,,,
,,,,,,,,,,Sayin’ goodbye ,,,,,,,
,,,,,,,,,,Sayin’ goodbye,,,,,,,
,,,,,,,,,,Half a world from time-to-time,,,,,,,
,,,,,,,,,,"Ain’t enough love, least not to keep mine",,,,,,,
,,,,,,,,,,"You n’ I, babe, yeah, we took a chance n’",,,,,,,
,,,,,,,,,,We burned while it was romance (lonely circumstance),,,,,,,
,,,,,,,,,,Look at us,,,,,,,
,,,,,,,,,,Look at what we become,,,,,,,
,,,,,,,,,,Nothin’ more than ,,,,,,,
,,,,,,,,,,Two hearts on the run,,,,,,,
,,,,,,,,,,Don’t you know it’s no longer there,,,,,,,
,,,,,,,,,,I lost it too when you quit carin' ,,,,,,,
,,,,,,,,,,Look at my face ,,,,,,,
,,,,,,,,,,Look into my eyes,,,,,,,
,,,,,,,,,,You can’t replace ,,,,,,,
,,,,,,,,,,What you compromised,,,,,,,
,,,,,,,,,,Don’t say a thing,,,,,,,
,,,,,,,,,,Don’t even try,,,,,,,
,,,,,,,,,,‘Cause all that’s left is just ,,,,,,,
,,,,,,,,,,Sayin’ goodbye ,,,,,,,
,,,,,,,,,,Sayin’ goodbye,,,,,,,
,,,,,,,,,,Look at my face ,,,,,,,
,,,,,,,,,,Look into my eyes,,,,,,,
,,,,,,,,,,You can’t replace ,,,,,,,
,,,,,,,,,,What you compromised,,,,,,,
,,,,,,,,,,Don’t say a thing,,,,,,,
,,,,,,,,,,Don’t even try,,,,,,,
,,,,,,,,,,‘Cause all that’s left is just ,,,,,,,
,,,,,,,,,,Sayin’ goodbye ,,,,,,,
,,,,,,,,,,Sayin’ goodbye,,,,,,,
,,,,,,,,,,Sayin’ goodbye,,,,,,,
,,,,,,,,,,Ain’t no tear in y eye,,,,,,,
,,,,,,,,,,Just sayin’ goodbye,,,,,,,
,,,,,,,,,,It was a real nice try,,,,,,,
64059752,FEARLESS - Rec'd 1988 - East Houston,TV/Film,Amanda Johnson,128,HERE FOR YOUR EAR!,G Putnam (100%) ASCAP,PERIOD,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00116,.,911307661,,1988,,,,
,,,,,,,,,,V1a,,,,,,,
,,,,,Let's please chat. ,,,,,So you are careless n’ peerless ,,,,,,,
,,,,,,,,,,Not afraid of alone n’,,,,,,,
,,,,,ONE STOP ,,,,,You’re so fearless n’ tearless ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Through your whole life you’ve known,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,You had your own world to fill,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,You had your own cards to deal,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,You never knew what was real ,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Just out there on your own,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,V1b ,,,,,,,
,,,,,,,,,,So you do your best – you guess ,,,,,,,
,,,,,Thanks for listening! ,,,,,Nothin’ can get in your way,,,,,,,
,,,,,Greg,,,,,So you are fearless – you hear less ,,,,,,,
,,,,,,,,,,In the senseless game you play,,,,,,,
,,,,,,,,,,Off you are on another quest,,,,,,,
,,,,,,,,,,Always havin’ to pass some test,,,,,,,
,,,,,,,,,,Always needin’ to be the best,,,,,,,
,,,,,,,,,,Show ‘em all you can play,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ch1,,,,,,,
,,,,,,,,,,Fearless –- so fearless,,,,,,,
,,,,,,,,,,You make your stand,,,,,,,
,,,,,,,,,,Fearless –- fearless,,,,,,,
,,,,,,,,,,You’re in command,,,,,,,
,,,,,,,,,,No one’s ever gonna talk you down,,,,,,,
,,,,,,,,,,"This is your town, it’ll come around",,,,,,,
,,,,,,,,,,"This is your town, it’ll come around",,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,V2 ,,,,,,,
,,,,,,,,,,So you are fearless – so fearless,,,,,,,
,,,,,,,,,,"Oh my, how you have grown",,,,,,,
,,,,,,,,,,Now you are tearless n’ fearless,,,,,,,
,,,,,,,,,,We see what you have shown (n’),,,,,,,
,,,,,,,,,,We can see through your game,,,,,,,
,,,,,,,,,,I know how to hide your shame,,,,,,,
,,,,,,,,,,So much less than the name,,,,,,,
,,,,,,,,,,That’s why you’re all alone,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ch2,,,,,,,
,,,,,,,,,,Fearless –- so fearless,,,,,,,
,,,,,,,,,,You make your stand,,,,,,,
,,,,,,,,,,Fearless –- fearless,,,,,,,
,,,,,,,,,,You’re in command,,,,,,,
,,,,,,,,,,No one’s ever gonna talk you down,,,,,,,
,,,,,,,,,,"This is your town, it’ll come around",,,,,,,
,,,,,,,,,,"This is your town, it’ll come around",,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ch3,,,,,,,
,,,,,,,,,,Fearless –- so fearless,,,,,,,
,,,,,,,,,,You make your stand,,,,,,,
,,,,,,,,,,Fearless –- fearless,,,,,,,
,,,,,,,,,,You’re in command,,,,,,,
,,,,,,,,,,Fearless –- so fearless,,,,,,,
,,,,,,,,,,You make your stand,,,,,,,
,,,,,,,,,,Fearless –- fearless..,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ch4,,,,,,,
,,,,,,,,,,Fearless –- so fearless,,,,,,,
,,,,,,,,,,You make your stand,,,,,,,
,,,,,,,,,,Fearless –- fearless,,,,,,,
,,,,,,,,,,You’re in command,,,,,,,
,,,,,,,,,,Fearless –- so fearless,,,,,,,
,,,,,,,,,,You make your stand,,,,,,,
,,,,,,,,,,Fearless –- fearless..,,,,,,,
64059773,KENTUCKY IN HER HEART,Subtly Simple,Alex Fehr,150,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,"Indie, Country",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00004,She races round like a firefly – dancin’ circles into the night,893098699,,2022,,,,
,,,,,,,,,,Don’t you ever try to change her – it’s how she chooses to live her life,,,,,,,
,,,,,Let's please chat. ,,,,,Just stand by - watch her glide,,,,,,,
,,,,,,,,,,Stop n’ enjoy the sight,,,,,,,
,,,,,ONE STOP ,,,,,She’s gonna be who she wants to be,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Ain’t no one is tellin’ her dif’rently,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,She rolls like a Mississippi steamboat,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,…Bucks like a bronc’ in a Texas rodeo n’,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Her home sits here in Tennessee (but),,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,…From the start…she’s had Kentucky in her heart ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,She needs space just like a tiger -- try to cage her and you won't find her,,,,,,,
,,,,,Several placements in past year.  ,,,,,She’s a true-grit kind’a fighter – ain’t no way you can confine her,,,,,,,
,,,,,,,,,,Give her room - let her breathe ,,,,,,,
,,,,,Thanks for listening! ,,,,,"When she needs to, let her leave ",,,,,,,
,,,,,Greg,,,,,She’s gonna be who she wants to be,,,,,,,
,,,,,,,,,,Ain’t no one is tellin’ her dif’rently ,,,,,,,
,,,,,,,,,,She has a smile from down-home Alabama ,,,,,,,
,,,,,,,,,,…Can be tough as clay way down in Atlanta n’ ,,,,,,,
,,,,,,,,,,Her home sits here in Tennessee (but),,,,,,,
,,,,,,,,,,…From the start…she’s had Kentucky in her heart,,,,,,,
,,,,,,,,,,She ran through roamin’ hills,,,,,,,
,,,,,,,,,,Was a kid born with strong will,,,,,,,
,,,,,,,,,,She would walk barefoot in streams,,,,,,,
,,,,,,,,,,Rode horses n’ learned to dream,,,,,,,
,,,,,,,,,,Broke a heart - stole a kiss ,,,,,,,
,,,,,,,,,,If you wanna understand her ,,,,,,,
,,,,,,,,,,Understand this…,,,,,,,
,,,,,,,,,,She’s gonna be who she wants to be,,,,,,,
,,,,,,,,,,Ain’t no one tellin’ her dif’rently ,,,,,,,
,,,,,,,,,,She’s cool as a Carolina stream,,,,,,,
,,,,,,,,,,…Warm as a Louisiana jam-bo-ree n’,,,,,,,
,,,,,,,,,,Her home sits here in Tennessee (but),,,,,,,
,,,,,,,,,,…From the start…she’s had Kentucky in her heart,,,,,,,
,,,,,,,,,,She’s had Kentucky in her heart (3x),,,,,,,
64059774,EVEN IF I TRIED - M,Sexy Swagger,Alex Fehr,84,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Singer Songwriter,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00003,I remember the 1st time I saw your face,893098792,,2024,,,,
,,,,,,,,,,I couldn’t take my eyes away n’,,,,,,,
,,,,,Let's please chat. ,,,,,"Ev’ry time we talk, I’m more n’ more amazed ",,,,,,,
,,,,,,,,,,I’m hangin’ onto ev’ry word you say,,,,,,,
,,,,,ONE STOP ,,,,,I’ve never been the type to leave my heart exposed,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Headed for the door ev’ry time I got close ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Even if I tried to leave you,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,I could never go,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,‘Cause every time I see you,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,I only want you more ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,"I try to play it cool, but ",,,,,,,
,,,,,Several placements in past year.  ,,,,,You already know,,,,,,,
,,,,,,,,,,I can’t stop lovin’ you ,,,,,,,
,,,,,Thanks for listening! ,,,,,…Even if tried,,,,,,,
,,,,,Greg,,,,,All my friends keep tellin’ me how much I’ve changed,,,,,,,
,,,,,,,,,,I only need to hear your name ,,,,,,,
,,,,,,,,,,"Before I know, there I go, I start missin’ you so n’",,,,,,,
,,,,,,,,,,I only have myself to blame,,,,,,,
,,,,,,,,,,I’ve never been the type to leave my heart exposed,,,,,,,
,,,,,,,,,,Headed for the door ev’ry time I got close ,,,,,,,
,,,,,,,,,,Even if I tried to leave you,,,,,,,
,,,,,,,,,,I could never go,,,,,,,
,,,,,,,,,,‘Cause every time I see you,,,,,,,
,,,,,,,,,,I only want you more ,,,,,,,
,,,,,,,,,,"I try to play it cool, but ",,,,,,,
,,,,,,,,,,You already know,,,,,,,
,,,,,,,,,,I can’t stop lovin’ you ,,,,,,,
,,,,,,,,,,…Even if tried,,,,,,,
64066851,The Cemetery Stomp,HALLOWEEN,G Putnam Music,82,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,"Holiday, Youth",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZGD61900123,.,848819778,,2024,,,,
,,,,,,,,,,V1 ,,,,,,,
,,,,,Let's please chat. ,,,,,If you wander the woods at midnight on Halloween,,,,,,,
,,,,,,,,,,and something moves between the trees - rustling leaves,,,,,,,
,,,,,ONE STOP ,,,,,"The ground shakes, and you trip on an old tombstone and ",,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,you'll hear a sound that chills you to the bone! ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Ch1 ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,When the witches wizards and warlocksall romp,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,"The ghosts and the demons and goblins clomp, clom",,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,How they whirl and twirl all night ,,,,,,,
,,,,,Several placements in past year.  ,,,,,I'm saying it's a frightening sight,,,,,,,
,,,,,,,,,,When they're doing a dance they call,,,,,,,
,,,,,Thanks for listening! ,,,,,The Cemetery Stomp! ,,,,,,,
,,,,,Greg,,,,,,,,,,,,
,,,,,,,,,,V2 ,,,,,,,
,,,,,,,,,,Well the trolls 2-step like they're in a trance.,,,,,,,
,,,,,,,,,,The ghouls shake like there are spiders in their pants,,,,,,,
,,,,,,,,,,The vampires play the same song on and on (while),,,,,,,
,,,,,,,,,,Zombies try to keep up & sing along. ,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ch2 ,,,,,,,
,,,,,,,,,,When the witches wizards and warlocks all romp.,,,,,,,
,,,,,,,,,,"The ghosts and the demons and goblins clomp, clomp",,,,,,,
